,id,lat,lon,name,city_code
438,2145028081,35.567085,139.693546,武蔵新田1号踏切,13111
439,2145130287,35.5621991,139.7097931,蓮沼2号踏切,13111
440,2145130304,35.5635634,139.7088067,蓮沼1号踏切,13111
441,2145130472,35.5775135,139.6874064,久が原3号踏切,13111
442,2145130476,35.5782701,139.6867298,久が原2号踏切,13111
443,2145130481,35.5791155,139.6859983,久が原1号踏切,13111
444,2145130702,35.5915822,139.6808351,雪が谷大塚1号踏切,13111
445,2145130710,35.5936656,139.6821946,石川台2号踏切,13111
446,2145130713,35.5945641,139.6827964,石川台1号踏切,13111
447,2145130758,35.6001342,139.6925804,長原2号踏切,13111
448,2145130786,35.5992849,139.689559,洗足池1号踏切,13111
449,2145130788,35.5971661,139.6855847,洗足池2号踏切,13111
450,2145130791,35.5929392,139.6817185,石川台3号踏切,13111
451,2145295058,35.605968,139.7048742,荏原中延1号踏切,13109
452,2145295228,35.6163248,139.7151566,大崎広小路2号踏切,13109
453,2145295298,35.6187425,139.7192526,大崎広小路1号踏切,13109
454,2146060814,36.2442189,139.6444468,日第171号踏切道,9203
455,2146061152,36.2498591,139.6443765,日第176号踏切道,9203
456,2147126471,36.2572875,139.64589,日第180号踏切道,9203
457,2148890846,36.0183492,139.5442968,第一下原踏切,11233
458,2164598393,36.3280702,139.6636079,第一鷲巣踏切,9203
459,2164598589,36.3319358,139.6699684,静和踏切,9203
460,2164598950,36.3362158,139.6769991,西友田踏切,9203
461,2191634643,36.4007643,139.7513083,宇第14号踏切道,9203
462,2191634663,36.4013599,139.7531565,宇第15号踏切道,9203
463,2191634681,36.4018501,139.7546623,宇第16号踏切道,9203
464,2193347353,36.4053264,139.7647395,宇第23号踏切道,9203
465,2193347536,36.4091834,139.773527,宇第31号踏切道,9203
